training;age;emergency_breaking;braking_distance;power;miles;risk;group_name;group
1;18.574439192130495;1;38.7515334248736;146.24499709335572;30.843032181480098;-0.0505625622105934;low;2
0;42.62194156892447;1;33.51832267445397;165.93810684846696;27.286457081095286;0.05621178989181249;low;2
1;22.28615856152753;1;38.73364499863892;100.08519616125625;44.30423702485194;-0.18023099918655475;low;2
0;45.18886086493629;1;37.68536743988516;189.80199799179502;40.813875115889516;0.19866193502749857;high;0
0;51.35590335424203;1;33.02939193888079;105.78973658923806;41.66665653192805;0.12222870667469163;low;2
0;66.82352165153173;1;36.65713455826876;168.25374374663323;34.91433146912349;0.4180285701601462;high;0
1;19.899011053561463;1;38.43511846385143;141.4953312827819;24.618000158158466;-0.0938188140735646;low;2
0;49.51157133226654;1;44.21544718094114;205.6407313435941;14.740274139794213;0.375949078963871;high;0
0;25.524477361622424;0;36.69738654286471;125.28432407181813;60.75781168191228;0.2576423975229263;high;0
0;35.81224345103725;0;39.26955355976526;149.0939373293237;46.86133187026886;0.16427554880293835;medium;1
0;55.26723451684825;0;43.37827003753219;162.30064378391862;44.63878425612536;0.4331032120453435;high;0
1;18.710478546155695;1;39.43773013392513;186.67613899022064;46.99356287857327;0.03863010267212778;low;2
0;39.06623545484505;1;27.435144575222402;115.62239471127272;42.10802806011736;-0.10611782961161641;low;2
1;34.42283701620845;1;48.913763721846344;132.99838062508817;53.20592204150876;-0.08721869936235023;low;2
0;36.530244892883374;1;43.70866019187392;182.38101273810798;36.06511627738334;0.16360349869258592;medium;1
0;43.04143679784066;0;38.163606394261734;127.22151194150948;62.436761173392455;0.24040128620712856;high;0
1;27.564050330532226;1;51.87145474719288;227.97208915500804;41.662167835343354;0.10859934138608981;low;2
1;46.76717030218656;1;42.3236486756451;142.75458224591165;53.688821234601576;-0.03675682970867038;low;2
1;51.719087552888276;0;36.922270555406314;105.68324191492385;34.3792866743147;-0.023493802461272088;low;2
0;54.343757574147524;0;42.79733144078325;107.08050779112895;30.102779534588443;0.3444052402213424;high;0
1;20.117155946595638;1;36.10964337950283;129.74728827799885;66.07184313167411;-0.06363570785885053;low;2
0;70.56649371610376;1;41.69071156772786;185.52143371422954;84.30605431341353;0.7571231825284283;high;0
0;33.55842064708195;1;53.58007520434158;172.98460540964504;88.84523219766012;0.4068193154843339;high;0
0;52.19320353584305;1;38.85177350573036;142.72159298260092;37.5749864849689;0.19504670976817987;high;0
1;44.46358168266993;1;36.34360929179992;128.56880941949268;43.72425420838997;-0.2315695519688576;low;2
0;23.00747852608749;0;50.74772960099702;95.7494004553919;68.20453209957648;0.49115905097587476;high;0
0;57.75406889277868;1;42.810862809651276;92.10001886576703;59.81843782017376;0.38969522251251704;high;0
0;22.293261327507178;0;40.266108734554386;175.4254741503952;29.6884316191485;0.2967027500445786;high;0
0;42.11211228618161;0;33.02349082755635;156.1848742154377;45.09801128303893;0.12899545444907395;low;2
1;53.76467078299163;1;45.878434806846506;218.23860150365013;39.118260929011555;0.1568439224655869;medium;1
0;21.011184668698156;0;41.285200494622266;135.06367041707685;34.55387368319152;0.3128696929712883;high;0
1;32.30809627300326;1;43.51448641152454;166.40581969877536;21.731617878800865;-0.22454660949503383;low;2
0;32.98349165239517;1;33.568349241113;45.66702338958544;26.24113130403122;-0.03955869341819226;low;2
1;33.76073723436199;0;45.882158402810056;166.0656537151366;33.67313116989634;-0.07533681521729664;low;2
0;22.2466196191141;1;40.34590578177483;66.98985166919321;38.000459868517126;0.07540857900494523;low;2
0;43.7577524274747;1;37.207618527369384;115.89426047923904;47.55313988068103;0.08662500486977004;low;2
1;31.014461445927886;1;43.75349486087708;130.951743297066;43.67980674032343;-0.17940588336576904;low;2
0;55.51872143410541;1;43.057504749400934;191.8584155341121;26.689695694572922;0.4125371244852886;high;0
0;17.311450600975533;0;51.69914478796042;105.35464551732575;55.68377810333398;0.5217643286853281;high;0
1;22.825135258912784;0;42.52576069797127;163.67974714800553;81.27837930636107;0.21905715854219118;high;0
0;39.727364477700455;0;43.705022295697695;85.25110395327476;42.6298154329571;0.2009081333443593;high;0
0;29.405849745070242;1;38.93471489162848;216.87988696096636;45.98325537370021;0.23507199806746829;high;0
0;52.54087218216499;1;39.93364850460816;157.84235957396618;46.629087290169664;0.293645314218944;high;0
1;29.41196627444837;0;37.312665183859735;107.47222177145322;43.77201401290471;-0.16141125648134408;low;2
0;45.57840229504592;1;35.846129862730486;159.16966121056348;52.46469423544626;0.21883491235250738;high;0
0;24.3410825321147;1;29.46266322948052;60.89413632826985;42.51460933005027;-0.00044951326312683924;low;2
0;35.68292750503842;0;42.46179082557195;160.28394350201188;35.60298899851583;0.09520360598507802;low;2
0;25.32496592333697;1;40.73917590599433;88.79429649910792;61.37265594630656;0.13362364850227518;low;2
1;36.01457455635193;1;34.619568465500514;132.36353058620148;28.9099897842449;-0.4024841520425547;low;2
0;33.36126469702582;1;41.56907338351131;138.29419845563072;21.961091702994796;0.03508154399751424;low;2
0;37.07581462910474;0;39.838907834448484;100.85598177018349;54.221210120038336;0.14455150038683054;medium;1
0;29.557582048079727;1;48.63788166900872;72.20726482074582;59.33833846049804;0.25778172474908123;high;0
0;47.12777445934708;0;36.04290903639918;96.69016347063645;23.62017565817288;0.09730347907297399;low;2
0;30.471782667664975;0;40.304284436245005;145.33850564890847;66.74372538917774;0.30445446782373575;high;0
0;27.38706867135301;0;47.14426905099728;153.62184851727832;29.518583197655445;0.29251876874930355;high;0
0;44.37503057436777;0;34.81613363143645;186.25117022134276;60.027197651520765;0.27733183907098774;high;0
1;39.796454356163586;1;38.825834501599346;177.76642616593864;34.919833345746916;-0.16732668141449125;low;2
0;42.67359307706967;1;41.52253934540632;94.38414544113795;28.13702048914428;0.0023502931237273468;low;2
0;33.41384978712372;0;35.02101124651786;108.89444623776477;36.9746032230862;-0.0007369636586369413;low;2
0;19.839557113949816;1;39.08376541576907;144.10422956559597;39.75185313514105;0.26243378490722347;high;0
0;21.7055463812136;1;35.90398882780477;172.79415502070106;19.589110543834774;0.1659629228404109;medium;1
0;33.84124847504542;0;46.2285949447877;88.39422840274528;26.38158139557492;0.12788934772691826;low;2
1;30.824125815133076;0;38.596450770433954;139.3431343652582;25.076013086545075;-0.15625214028568632;low;2
0;28.072552078675933;1;46.431831198142525;186.16928274378617;52.7687880228048;0.30664900709061704;high;0
0;44.66525621733113;0;42.40642263651023;147.9154539540486;48.383843368557784;0.3052223485791157;high;0
0;37.728447371574944;0;34.33338954244676;166.80128270265632;61.52547075697428;0.2139157562845906;high;0
1;20.869164644935996;0;36.76104732143479;113.46626651796907;42.11616525793863;-0.06765804329027818;low;2
0;32.35013920399567;0;35.57163610408502;143.9575110301738;40.8932312393063;0.07936494936349398;low;2
0;40.73479875110027;1;32.32886939535968;135.7485702103733;32.59694639170724;-0.018304245335384117;low;2
0;35.21363971231439;1;36.00360293597876;121.27076074951282;35.00075944328536;-0.06251843376955175;low;2
0;23.079651613718802;1;26.965192477094618;198.86811621755197;36.28745231086492;0.09758267359264719;low;2
0;27.62678333644852;0;38.373153598947766;110.94651906535671;51.045246405181615;0.16979298309888374;medium;1
0;54.371676821996935;1;38.73114004822399;156.3709126377974;75.2109401571555;0.44060540174009466;high;0
0;35.26244156281943;1;30.67043199842481;161.5942104960627;41.47927993012503;-0.03792724419509931;low;2
0;67.86240669527979;0;45.08033287335195;146.35567828329687;44.842279281160884;0.6232966983902286;high;0
0;52.05763075279847;0;32.881937365798365;129.62775673943386;46.906511753344674;0.16413733946452796;medium;1
0;35.012667334278916;1;34.23008585202602;130.24339712223346;62.97085518044046;0.013624855830298467;low;2
1;25.721506197397947;0;35.03114740856005;198.65181919618152;23.908806467992093;-0.10204978187400064;low;2
0;33.25475968687354;1;42.83193784129054;110.83225711758053;27.365151964137414;-0.01735318166224442;low;2
1;61.39100179037646;1;38.27760732391098;137.66123042876063;41.706067261217;0.04426333152932764;low;2
0;27.153090769254348;1;40.73325754227655;159.64669833114655;37.157988064227816;0.1301374360903888;low;2
0;24.485825368511847;1;48.82653579976406;135.3349401435483;45.113463796279476;0.28587587242844364;high;0
0;34.06914828386184;1;45.57337947332434;140.74147277372327;67.61232203867048;0.19553115612147776;high;0
1;32.10230382245165;1;38.184152233301155;133.2688212143587;31.095691590513532;-0.2556354879127561;low;2
0;52.92407497798465;1;36.55434841533149;134.9876731321544;31.72526203474388;0.19677628524467575;high;0
0;22.888019015990395;1;44.19338702427257;144.09421943624807;52.70464151450102;0.3163190085491309;high;0
0;27.415854206870634;0;43.669048929417336;108.8797432104701;27.081487571716405;0.18241902053502548;medium;1
0;40.962619550023234;0;37.42572057563335;165.5274229503736;36.741056534129946;0.1723349294124712;medium;1
0;32.023217524622495;1;35.882905667517704;142.14245039904242;44.399411395003;0.03567482372942947;low;2
0;46.650983146126464;1;41.77806500366596;147.4524521690324;30.97009346111713;0.21094863164761246;high;0
0;29.84417328343482;0;40.19127009361054;147.74676300578807;47.895573768962784;0.15808327207019918;medium;1
0;35.28402150181944;1;39.63316409152884;108.3912906607833;27.935195793872335;-0.040204948611479385;low;2
0;47.230310753375;0;39.762501484115354;135.96671450980472;43.510638647185175;0.2691386654087467;high;0
0;21.211300173000318;1;39.11232526680385;149.72782816353566;30.12338314419856;0.15219743960160245;medium;1
0;49.228543350777244;1;38.28635895341094;155.46028558542207;46.62976881929744;0.23842790011486734;high;0
0;24.926707749170383;0;39.70067547776025;75.11994607536653;31.600976278733867;0.20397721295206875;high;0
0;34.671898821900164;1;38.839786340536975;203.30109234571802;73.7621407796795;0.2204762559439026;high;0
0;49.653446369340344;1;46.77408881141901;118.528914583501;28.182179242634703;0.28258751639505464;high;0
0;42.04929939642457;1;37.85194144077968;154.45378607458522;27.129393394978308;0.09881319123821335;low;2
0;29.96119467576422;1;41.38415218220969;194.67859787351819;15.875976121514626;0.2061395897208693;high;0
0;19.91459140832671;1;35.73283315265592;53.90402672331552;42.331867105361056;0.20514132845874758;high;0
0;21.98168711319679;0;37.96807008612115;155.73756460300396;54.199025048292114;0.25392135399725013;high;0
0;39.0186905040276;1;32.45949581764377;146.98799215209172;80.53706426192689;0.05016164044757903;low;2
1;30.852606159021203;1;42.12025832353833;161.41893667921147;52.30980409197511;-0.14193312429350718;low;2
0;37.16468683908356;1;41.71862869785001;149.7441157805863;29.876500811412132;0.05331505595592305;low;2
1;20.94470169402894;0;36.688614824776614;85.19357202440898;51.88344303526128;-0.07698174217694102;low;2
1;24.143067004082504;1;27.525401958025448;169.30494568838776;28.61726803623418;-0.27975989713159155;low;2
0;28.35321650331519;1;49.04744628525466;122.59815171050668;18.489140371650223;0.1939260826713856;high;0
0;33.295783922205445;1;34.67527944732975;134.1230231463465;38.381638734876674;-0.023708150249698686;low;2
0;40.13745315027205;1;34.190348870993944;115.14603276841227;47.710966796593084;0.04941723151182916;low;2
0;38.834474219295686;0;33.033204112707104;107.5414242842126;52.24331549539419;0.06915163816357554;low;2
0;40.9422558120997;1;34.521275188643486;207.6302305060318;41.72771588163817;0.1549748108276339;medium;1
0;31.186303565865927;1;50.36891970011336;134.62576520268811;37.16320328870561;0.1930271058648782;high;0
0;28.79490252549473;1;51.403806040226506;115.87544899582592;31.04629877105582;0.22972287140209913;high;0
0;37.37199203957822;1;36.788852742172764;230.97073632388714;29.85927577058991;0.09266749833612642;low;2
0;25.146231296485826;1;50.62520832280072;157.83933613851883;27.22700862082323;0.3072654246092242;high;0
0;81.7242328518221;0;39.333337584804916;117.19457820667157;15.717681439535122;0.6748189780605582;high;0
1;57.31497094468367;0;40.327247660831176;135.53454352550784;45.96875147269356;0.11148950321150794;low;2
0;21.33918051769032;0;42.552810043827904;107.58052035232623;55.509856617531526;0.40332621945428887;high;0
0;39.927891878427644;0;43.384883983061364;194.5509805726335;44.83700014211267;0.3589348243961522;high;0
0;34.17494175094589;1;38.313729037927146;187.8231477918725;62.12070428566452;0.13099571712745156;low;2
0;53.7989417304646;1;34.15673459807343;104.76477595865279;28.28217151143656;0.1798513676543393;medium;1
0;62.50725255006844;0;38.975745169680096;125.4570526081495;52.60305899880466;0.4989787587642488;high;0
1;60.34688534798242;0;39.25442470681371;131.6365630069723;32.81657498440266;0.15164266713086566;medium;1
1;40.73990855075364;1;30.005809584460785;90.61527203943923;34.32538186214143;-0.43021304693297413;low;2
0;22.785566121788662;0;53.88452112444296;73.99357951576523;40.02024934885535;0.4743821002460846;high;0
0;32.56985938801791;0;37.326688554902645;128.8468491428188;38.974340647458035;0.04120604082640655;low;2
0;16.286373523398773;1;47.431646693512306;133.29280340222596;44.58645787783279;0.42509746168248325;high;0
1;26.623926015683075;1;38.897376415124526;85.15177782519977;36.66841855973648;-0.23673710824160718;low;2
0;30.871852546619877;1;47.22695819376537;145.55075654190082;34.60579665914663;0.15662929171989032;medium;1
0;22.75228326326679;1;41.10074978200742;106.6425051565967;53.05185753634963;0.2398110203999052;high;0
0;25.590201564614055;0;37.87703871603824;182.97342941968213;39.178049372469545;0.2665580453751446;high;0
0;19.857572367056054;1;37.56747654592342;169.35378195816747;60.60700140437887;0.24161775395304386;high;0
0;23.30026702712941;1;49.63158088358469;193.88573518366985;44.36316852109765;0.4041622160072885;high;0
0;30.874840878528218;1;49.419370319999516;121.0021685985098;43.83395242636931;0.17770706844470507;medium;1
0;41.109845217044196;1;42.49906522368583;167.8651270031574;34.87992694873676;0.16414780571050108;medium;1
0;22.447149523669744;1;42.161751204939065;96.73242419598802;32.99481720196967;0.16780806461749379;medium;1
1;48.700395506538854;0;37.7835516289169;147.21344202471045;29.296477809225934;-0.041236001589757855;low;2
0;28.20220767800873;0;38.26711930271769;152.01461665379264;40.19825520033211;0.09447980800515764;low;2
0;34.766665211539916;1;34.720042023170265;166.91825277689884;42.9152766603154;0.0011123627656845986;low;2
0;58.48701156149006;1;37.311381077946976;162.67860691693025;42.65834072786395;0.294092595350241;high;0
0;56.145072019743374;0;50.410483751898305;120.57092391327227;55.415188817541065;0.5205459315981683;high;0
0;27.4400233063619;0;42.1062588276642;117.69306299579853;36.14689759849445;0.18486469258129573;medium;1
0;23.21016053890957;0;34.51042816155593;147.81991081002815;42.39513924465716;0.17659778344286672;medium;1
0;35.23066694995171;1;37.80291935403402;187.1855966216059;33.86525815787747;0.06493762397653971;low;2
0;19.33583388126164;1;49.14978873579079;196.58465123487883;43.080529535884025;0.4469359028205135;high;0
1;38.72322890259535;1;44.4670691243947;161.14099169496998;34.25401794060522;-0.04238227848958024;low;2
0;29.341810302521893;1;38.40473591904395;108.35772096607322;32.19091089839232;-0.0012405963492443336;low;2
0;25.717551305643454;0;38.4351465953403;121.26726618596862;34.93802655131052;0.1775713581429949;medium;1
0;28.50352065485197;0;39.5778933084883;105.73826195945392;43.33607617963597;0.12787096347533114;low;2
1;54.218836158529705;1;36.997091479158485;103.94475395431103;36.03654089835236;-0.04847934055057682;low;2
1;19.88549433245872;0;33.61147055873646;109.93462240441968;30.30057137781663;-0.17417338079369787;low;2
0;51.364934296945;0;33.91000569676406;110.66318864512382;73.08319575512684;0.2682178276805384;high;0
0;36.732706736375135;1;41.36425916717552;190.5910033545681;51.38868897579568;0.16145813084901992;medium;1
0;24.16338098590747;0;42.84051608286293;181.1100891155034;25.481770632880394;0.3008532800958019;high;0
0;17.372831752894484;1;35.78316729262377;88.3021129053344;35.90584460945635;0.18007544365579053;medium;1
0;47.674014457704224;1;40.28154426197969;200.00592558897142;47.869972452423426;0.30132447183246824;high;0
0;35.00581854301471;0;41.86086771520876;197.16228118929678;46.867919857182585;0.2473972542000987;high;0
0;32.41193332090234;1;35.949625706151444;86.29837788975466;53.613883426074366;-0.013746305503098404;low;2
1;32.297510026529544;0;34.70961251222731;128.82501397503268;28.522983716493627;-0.3769912587498496;low;2
0;40.55032916387408;1;38.47333789208148;140.05299733703626;20.68029333313418;0.0802717302075808;low;2
0;35.16973904885135;1;28.04269398223881;167.3985446034062;42.840539449106245;-0.07301852985488126;low;2
0;30.75013564130006;1;43.641000262888944;146.88487764114342;36.06090124493085;0.16777794240508168;medium;1
0;36.75023087445783;1;49.59154646228875;126.99588219690482;39.11956988807801;0.15173274893958424;medium;1
0;34.40486224858625;1;49.99401928966195;133.04016827423558;36.9678839850055;0.20055836833047017;high;0
0;21.956903099585986;1;31.650062178131492;78.3174791744083;39.09812311547614;0.0784961146881106;low;2
0;38.08985153206231;0;38.865286734742085;198.46150403401896;27.90283459144006;0.22548378172721903;high;0
0;29.975581120849963;1;41.74668960671819;192.08215244509273;47.40124853653497;0.22490073603869873;high;0
0;37.006206661527386;1;37.63196357951897;138.15789908567587;33.20260131954435;0.04923651455098109;low;2
0;34.995072099694895;1;36.56483112377378;140.17436095186758;28.766441861956267;-0.06443014297393451;low;2
0;21.4663557255384;1;43.26286984166843;180.0421505172491;37.245196681395115;0.3125639312897759;high;0
0;17.443616464648443;1;39.256426274646635;157.3960852347859;57.1780290873671;0.3269281391653141;high;0
0;33.74239659879575;1;38.452454912659576;137.6425020275324;35.731713933017204;0.01981842077101733;low;2
0;40.69966746663659;1;39.34001357521836;93.23567854918369;62.36476194181507;0.13274021967365393;low;2
0;54.620412354346804;1;37.571141344901804;161.708030932719;74.67616390806143;0.4330686943760237;high;0
1;60.572496984817604;1;37.88769625464529;102.54365241381207;38.83685926712746;-0.012755030767672771;low;2
0;17.8542383627596;1;45.86714390912981;160.85379201967788;25.64002727952409;0.29449412053233853;high;0
0;66.82127149440558;1;35.371173147410694;105.16772284536609;35.09742372590909;0.2963828432302577;high;0
0;44.92977949008693;1;49.435923881581544;149.89389958986237;29.80391263480817;0.24683831878634738;high;0
0;38.87858876958147;1;39.77520394925613;136.49101109900977;83.83452074922403;0.21327745492306133;high;0
1;24.321470540729788;1;32.764890610657545;127.27076721143465;34.61101841156834;-0.2928206360147652;low;2
0;23.590333934873808;0;42.27417703987449;159.3348852180614;76.56998396659789;0.48178449145059915;high;0
0;24.57644917313293;1;31.702254410591664;100.98701942809902;43.832801693238245;-0.03733081708781062;low;2
0;28.141831019316193;1;41.03508090944226;159.8526315004296;34.94510373320526;0.12736737264624343;low;2
0;32.690206960724396;1;46.84197154030317;137.38910749807675;50.112483339221804;0.23408218099748088;high;0
0;37.952961760266795;0;39.3001269439898;100.96103081428105;42.15038195100688;0.11599359148431533;low;2
0;43.45500901139517;1;36.145685356085195;127.05344130430157;56.21673249390817;0.06859836270383925;low;2
0;67.9579737464528;0;42.49346214243944;156.21846504023384;30.97520818248723;0.5099206160733132;high;0
0;32.75998500568733;1;34.37392054012426;114.04045173273326;62.666701357179434;0.002479698144702727;low;2
0;30.022396076311992;1;41.494481150705944;156.22329307664165;56.592270900778615;0.1829719126974493;medium;1
0;68.15748510624279;0;32.766278211748265;208.15387213005243;41.43926414426587;0.616023948220524;high;0
0;33.675029174483505;0;35.61462229411002;115.22402263729502;29.275059090045996;0.01010447732471771;low;2
0;26.63570115677299;0;38.21807289452064;79.92491220508367;35.75218601374034;0.16014526184231634;medium;1
0;19.82221751407632;0;39.696857278036696;99.82298902359504;66.3873399688917;0.2996440686681346;high;0
0;31.572981632307986;0;34.011875369540746;153.4438349671793;39.876751074165036;0.07160174210446252;low;2
0;25.927467559356113;0;31.023059120183706;98.43251568857936;40.11516918813019;-0.00581876030537779;low;2
0;19.624859981771067;0;42.0857875566289;81.34720046303181;55.866424876455525;0.3770090615748329;high;0
0;18.412665590507746;1;31.103403984595808;217.91761398046523;37.79554040427615;0.23311209502829144;high;0
0;34.51636731959728;0;34.31117193331384;102.14776122198103;51.68771981480131;0.018805614176191886;low;2
0;27.03581139842474;1;38.20236610038873;162.53344905194757;64.25209510824831;0.32077176745897307;high;0
0;30.338406186107356;1;37.2766433800494;179.64182108970778;31.77061088621771;0.08633318724857805;low;2
1;38.516018546460586;0;44.762901466219475;176.0888347262943;29.950843410359532;-0.04388052038821947;low;2
0;33.14504070153663;0;43.105712195132;147.98142147321983;33.24461882358881;0.08417356770319616;low;2
0;39.3963906521258;0;42.77935080169349;137.86098349376988;43.63225898416467;0.15254982168674036;medium;1
0;34.374686127664134;1;34.39192164754352;114.43083105032903;18.326972403079957;-0.09623267869480052;low;2
0;43.552973580420044;1;46.65510639047315;166.85195467520913;67.23315194812132;0.3737611357703966;high;0
0;61.03293856297905;1;42.500382588025566;152.42878742030456;51.210161712759586;0.4753374781179067;high;0
0;36.97494380119778;1;42.87295499397103;134.19903756124276;47.316633083593715;0.11614798357671356;low;2
0;18.006264514967054;1;39.59958082982108;171.97475365886714;17.38480248754668;0.31684657576193154;high;0
0;77.07305761833115;0;44.30855640672908;83.86281643388202;43.24425683531818;0.6969720436238246;high;0
0;31.045877575864417;0;43.097271851509674;128.62386514540353;66.78467337453007;0.22376678505628822;high;0
0;39.817831617177866;0;46.01388207349534;130.7975154538262;30.432187529800654;0.16042222849375734;medium;1
1;18.479276156322513;0;37.57276471451489;174.12735903953632;64.7167758880278;0.055152122906668266;low;2
1;37.878818630615584;0;34.36551768659839;142.4133729567717;27.737978623467303;-0.2120884949959898;low;2
1;33.322737722397044;0;42.83500213331451;139.69583957664634;19.829580425819866;-0.1858741762334458;low;2
0;29.87784306285956;0;36.02390394641824;136.21582210109028;60.10233529231886;0.15420039586922538;medium;1
0;26.49724649776092;0;40.7733800389786;217.355885739724;43.15825773675357;0.338885431046361;high;0
0;47.4290059433705;0;37.91800207476898;120.9426935413233;53.00288818631674;0.22406131672284516;high;0
1;39.23172015923567;1;36.06535555988558;174.8694872978407;78.54253801953047;-0.03176918676665123;low;2
0;58.11006253156003;0;40.57077878177749;98.9601177052633;25.424931499706865;0.24861308980031682;high;0
0;39.698673201573456;0;45.38219894478673;143.44913884289463;33.59630251078127;0.2702199308951575;high;0
0;61.84792023075488;1;54.43883435406204;127.30500426554302;58.07418180560739;0.6934990524473676;high;0
0;27.382912932836756;1;43.85357504503566;96.78148465712471;70.43212280848869;0.23679647111725982;high;0
0;32.277466048872846;0;42.49468648999895;172.67733722937277;38.490033518069055;0.2195524213562689;high;0
0;23.701543449616537;1;37.693724578912985;141.50170251362226;28.422099981035906;0.12417654297031445;low;2
1;30.27631048125129;1;44.65675114185173;129.45120539584093;34.14634862808024;-0.08681252746463478;low;2
0;40.53952408434405;0;39.28049202502059;166.96967326851615;29.478792863202525;0.2122194451926946;high;0
0;19.694972831428778;1;38.69709904997362;87.97076078441329;47.96780646654909;0.18931668270237353;high;0
